lr-AdamW,step,val_loss,val_acc,epoch,train_loss,train_acc
0.01,0,,,,,
,4,0.15116839110851288,0.8396226167678833,0,,
0.01,5,,,,,
,9,0.17888303101062775,0.7971698045730591,1,,
0.01,10,,,,,
,14,0.03757264465093613,0.9528301954269409,2,,
0.01,15,,,,,
,19,0.01725636050105095,0.9811320900917053,3,,
0.01,20,,,,,
,24,0.06132949888706207,0.9386792182922363,4,,
0.01,25,,,,,
,29,0.08903573453426361,0.9103773832321167,5,,
0.01,30,,,,,
,34,0.08409851789474487,0.9150943160057068,6,,
0.01,35,,,,,
,39,0.24543499946594238,0.7405660152435303,7,,
0.01,40,,,,,
,44,0.31487932801246643,0.6698113083839417,8,,
0.01,45,,,,,
,49,,,9,0.14014792442321777,0.75
,49,0.2801624834537506,0.6886792182922363,9,,
0.01,50,,,,,
,54,0.21062666177749634,0.7783018946647644,10,,
0.01,55,,,,,
,59,0.15417660772800446,0.8254716992378235,11,,
0.01,60,,,,,
,64,0.19957657158374786,0.7735849022865295,12,,
0.01,65,,,,,
,69,0.30150869488716125,0.6603773832321167,13,,
0.01,70,,,,,
,70,,,14,0.16212759912014008,0.875
,71,,,14,0.10453042387962341,0.875
,72,,,14,0.3272653818130493,0.625
,73,,,14,0.11103377491235733,0.875
,74,,,14,0.15120846033096313,0.6875
,74,0.22270292043685913,0.7311320900917053,14,,
0.006,75,,,,,
,75,,,15,0.1992923617362976,0.875
,76,,,15,0.20488546788692474,0.875
,77,,,15,0.1175188273191452,0.75
,78,,,15,0.07854738086462021,1.0
,79,,,15,0.12072905898094177,0.75
,79,0.12741929292678833,0.849056601524353,15,,
0.006,80,,,,,
,80,,,16,0.07548004388809204,1.0
,81,,,16,0.03410601615905762,1.0
,82,,,16,0.014442913234233856,1.0
,83,,,16,0.025479964911937714,1.0
,84,,,16,0.11308101564645767,0.875
,84,0.15775218605995178,0.8349056839942932,16,,
0.006,85,,,,,
,85,,,17,0.004421882331371307,1.0
,86,,,17,0.28177309036254883,0.75
,87,,,17,0.29507455229759216,0.75
,88,,,17,0.3988567888736725,0.625
,89,,,17,0.13442330062389374,1.0
,89,0.1519542932510376,0.8349056839942932,17,,
0.006,90,,,,,
,90,,,18,0.10183924436569214,0.875
,91,,,18,0.01564062386751175,1.0
,92,,,18,0.317506343126297,0.75
,93,,,18,0.3196277618408203,0.75
,94,,,18,0.1898142546415329,0.875
,94,0.1952246129512787,0.7877358198165894,18,,
0.006,95,,,,,
,95,,,19,0.1479603797197342,0.875
,96,,,19,0.028120405972003937,1.0
,97,,,19,0.08213391155004501,0.8125
,98,,,19,0.1750536412000656,0.75
,99,,,19,8.83638858795166e-06,1.0
,99,0.22729067504405975,0.7311320900917053,19,,
0.006,100,,,,,
,100,,,20,0.15296730399131775,0.8125
,101,,,20,0.19578348100185394,0.875
,102,,,20,0.28157079219818115,0.5625
,103,,,20,0.047685787081718445,0.875
